q,alpha_p,P,alpha_h,s,v,T,cos2alpha_h,lam_max,recovery_margin,N_half,lam1_re,lam1_im,lam2_re,lam2_im,eig_type,stable
0.296,0.1485456948,0.02311875181,0.1468603593,0.2926660302,0.08461902001,3.458632,0.9571732974,0.71470587,0.28529413,2.0636,0.58537142,0.41005461,0.58537142,-0.41005461,complex,1
0.297,0.1490512816,0.02327757215,0.1473607843,0.2936560697,0.08490467745,3.458656,0.9568830564,0.71464913,0.28535087,2.0632,0.58419554,0.41162962,0.58419554,-0.41162962,complex,1
0.298,0.1495569067,0.02343696046,0.1478612528,0.2946461219,0.08519033367,3.458680,0.9565918314,0.71459214,0.28540786,2.0627,0.58301590,0.41320018,0.58301590,-0.41320018,complex,1
0.299,0.1500625704,0.02359691708,0.1483617651,0.2956361868,0.08547598868,3.458705,0.9562996225,0.71453493,0.28546507,2.0622,0.58183250,0.41476632,0.58183250,-0.41476632,complex,1
0.300,0.1505682728,0.02375744233,0.1488623213,0.2966262645,0.08576164251,3.458729,0.9560064296,0.71447748,0.28552252,2.0617,0.58064535,0.41632805,0.58064535,-0.41632805,complex,1
0.301,0.1510740139,0.02391853658,0.1493629216,0.297616355,0.08604729516,3.458753,0.9557122526,0.71441979,0.28558021,2.0612,0.57945443,0.41788538,0.57945443,-0.41788538,complex,1
0.302,0.151579794,0.02408020015,0.149863566,0.2986064583,0.08633294664,3.458778,0.9554170915,0.71436186,0.28563814,2.0607,0.57825977,0.41943833,0.57825977,-0.41943833,complex,1
0.303,0.1520856132,0.02424243338,0.1503642548,0.2995965744,0.08661859697,3.458802,0.9551209463,0.71430369,0.28569631,2.0602,0.57706136,0.42098689,0.57706136,-0.42098689,complex,1
0.304,0.1525914716,0.02440523664,0.1508649881,0.3005867034,0.08690424618,3.458826,0.9548238169,0.71424530,0.28575470,2.0597,0.57585920,0.42253110,0.57585920,-0.42253110,complex,1
0.305,0.1530973694,0.02456861025,0.1513657661,0.3015768454,0.08718989425,3.458851,0.9545257031,0.71418666,0.28581334,2.0592,0.57465330,0.42407095,0.57465330,-0.42407095,complex,1
0.306,0.1536033066,0.02473255458,0.1518665889,0.3025670004,0.08747554122,3.458875,0.9542266051,0.71412780,0.28587220,2.0587,0.57344367,0.42560647,0.57344367,-0.42560647,complex,1
0.307,0.1541092835,0.02489706997,0.1523674567,0.3035571683,0.0877611871,3.458900,0.9539265228,0.71406870,0.28593130,2.0582,0.57223030,0.42713767,0.57223030,-0.42713767,complex,1
0.308,0.1546153002,0.02506215676,0.1528683695,0.3045473493,0.0880468319,3.458925,0.953625456,0.71400932,0.28599068,2.0577,0.57101318,0.42866451,0.57101318,-0.42866451,complex,1
0.309,0.1551213567,0.02522781531,0.1533693277,0.3055375434,0.08833247563,3.458949,0.9533234048,0.71394972,0.28605028,2.0572,0.56979232,0.43018707,0.56979232,-0.43018707,complex,1
0.310,0.1556274533,0.02539404598,0.1538703312,0.3065277505,0.08861811831,3.458974,0.9530203691,0.71388989,0.28611011,2.0567,0.56856774,0.43170533,0.56856774,-0.43170533,complex,1
0.311,0.1561335902,0.02556084912,0.1543713804,0.3075179708,0.08890375996,3.458998,0.9527163488,0.71382978,0.28617022,2.0561,0.56733942,0.43321927,0.56733942,-0.43321927,complex,1
0.312,0.1566397673,0.02572822509,0.1548724752,0.3085082042,0.08918940059,3.459023,0.952411344,0.71376946,0.28623054,2.0556,0.56610738,0.43472896,0.56610738,-0.43472896,complex,1
0.313,0.1571459849,0.02589617423,0.155373616,0.3094984508,0.08947504021,3.459048,0.9521053545,0.71370891,0.28629109,2.0551,0.56487164,0.43623438,0.56487164,-0.43623438,complex,1
0.314,0.1576522431,0.02606469692,0.1558748028,0.3104887107,0.08976067884,3.459073,0.9517983803,0.71364814,0.28635186,2.0546,0.56363220,0.43773555,0.56363220,-0.43773555,complex,1
0.315,0.1581585421,0.0262337935,0.1563760358,0.3114789839,0.0900463165,3.459097,0.9514904213,0.71358710,0.28641290,2.0541,0.56238902,0.43923244,0.56238902,-0.43923244,complex,1
0.316,0.1586648819,0.02640346435,0.1568773151,0.3124692703,0.09033195321,3.459122,0.9511814776,0.71352580,0.28647420,2.0535,0.56114210,0.44072509,0.56114210,-0.44072509,complex,1
0.317,0.1591712628,0.02657370983,0.157378641,0.3134595701,0.09061758897,3.459147,0.950871549,0.71346427,0.28653573,2.0530,0.55989150,0.44221350,0.55989150,-0.44221350,complex,1
0.318,0.1596776848,0.02674453029,0.1578800134,0.3144498832,0.0909032238,3.459172,0.9505606355,0.71340251,0.28659749,2.0525,0.55863719,0.44369768,0.55863719,-0.44369768,complex,1
0.319,0.1601841482,0.02691592611,0.1583814327,0.3154402097,0.09118885773,3.459197,0.950248737,0.71334048,0.28665952,2.0520,0.55737916,0.44517761,0.55737916,-0.44517761,complex,1
0.320,0.160690653,0.02708789765,0.158882899,0.3164305497,0.09147449076,3.459222,0.9499358536,0.71327821,0.28672179,2.0514,0.55611744,0.44665333,0.55611744,-0.44665333,complex,1
0.321,0.1611971993,0.02726044528,0.1593844123,0.3174209031,0.09176012292,3.459247,0.9496219851,0.71321571,0.28678429,2.0509,0.55485203,0.44812484,0.55485203,-0.44812484,complex,1
0.322,0.1617037874,0.02743356937,0.159885973,0.31841127,0.09204575421,3.459272,0.9493071316,0.71315295,0.28684705,2.0504,0.55358291,0.44959215,0.55358291,-0.44959215,complex,1
0.323,0.1622104174,0.02760727029,0.160387581,0.3194016504,0.09233138467,3.459297,0.9489912929,0.71308995,0.28691005,2.0498,0.55231010,0.45105525,0.55231010,-0.45105525,complex,1
0.324,0.1627170894,0.02778154842,0.1608892367,0.3203920444,0.0926170143,3.459322,0.9486744689,0.71302671,0.28697329,2.0493,0.55103361,0.45251415,0.55103361,-0.45251415,complex,1
0.325,0.1632238035,0.02795640412,0.16139094,0.321382452,0.09290264313,3.459347,0.9483566598,0.71296322,0.28703678,2.0488,0.54975342,0.45396886,0.54975342,-0.45396886,complex,1
0.326,0.1637305599,0.02813183778,0.1618926913,0.3223728732,0.09318827117,3.459372,0.9480378653,0.71289948,0.28710052,2.0482,0.54846956,0.45541938,0.54846956,-0.45541938,complex,1
0.327,0.1642373588,0.02830784976,0.1623944906,0.3233633081,0.09347389844,3.459397,0.9477180855,0.71283549,0.28716451,2.0477,0.54718201,0.45686572,0.54718201,-0.45686572,complex,1
0.328,0.1647442002,0.02848444046,0.162896338,0.3243537566,0.09375952495,3.459422,0.9473973203,0.71277126,0.28722874,2.0471,0.54589079,0.45830788,0.54589079,-0.45830788,complex,1
0.329,0.1652510843,0.02866161024,0.1633982339,0.3253442189,0.09404515073,3.459447,0.9470755696,0.71270677,0.28729323,2.0466,0.54459589,0.45974586,0.54459589,-0.45974586,complex,1
0.330,0.1657580113,0.02883935949,0.1639001782,0.3263346949,0.09433077579,3.459472,0.9467528334,0.71264204,0.28735796,2.0460,0.54329733,0.46117967,0.54329733,-0.46117967,complex,1
0.331,0.1662649813,0.0290176886,0.1644021712,0.3273251847,0.09461640016,3.459497,0.9464291117,0.71257706,0.28742294,2.0455,0.54199509,0.46260932,0.54199509,-0.46260932,complex,1
0.332,0.1667719944,0.02919659793,0.164904213,0.3283156883,0.09490202385,3.459523,0.9461044044,0.71251183,0.28748817,2.0449,0.54068921,0.46403480,0.54068921,-0.46403480,complex,1
0.333,0.1672790508,0.02937608789,0.1654063038,0.3293062058,0.09518764688,3.459548,0.9457787114,0.71244634,0.28755366,2.0444,0.53937963,0.46545612,0.53937963,-0.46545612,complex,1
0.334,0.1677861506,0.02955615886,0.1659084436,0.3302967371,0.09547326927,3.459573,0.9454520327,0.71238060,0.28761940,2.0438,0.53806642,0.46687327,0.53806642,-0.46687327,complex,1
0.335,0.168293294,0.02973681122,0.1664106328,0.3312872824,0.09575889104,3.459598,0.9451243683,0.71231462,0.28768538,2.0433,0.53674955,0.46828628,0.53674955,-0.46828628,complex,1
0.336,0.168800481,0.02991804536,0.1669128714,0.3322778416,0.09604451222,3.459623,0.944795718,0.71224837,0.28775163,2.0427,0.53542902,0.46969513,0.53542902,-0.46969513,complex,1
0.337,0.1693077119,0.03009986169,0.1674151596,0.3332684147,0.09633013281,3.459649,0.9444660819,0.71218189,0.28781811,2.0421,0.53410484,0.47109984,0.53410484,-0.47109984,complex,1
0.338,0.1698149868,0.03028226057,0.1679174975,0.3342590019,0.09661575284,3.459674,0.9441354598,0.71211515,0.28788485,2.0416,0.53277704,0.47250039,0.53277704,-0.47250039,complex,1
0.339,0.1703223058,0.03046524243,0.1684198853,0.3352496031,0.09690137233,3.459699,0.9438038518,0.71204815,0.28795185,2.0410,0.53144557,0.47389679,0.53144557,-0.47389679,complex,1
0.340,0.1708296691,0.03064880764,0.1689223232,0.3362402183,0.0971869913,3.459725,0.9434712578,0.71198091,0.28801909,2.0404,0.53011048,0.47528906,0.53011048,-0.47528906,complex,1
0.341,0.1713370768,0.0308329566,0.1694248112,0.3372308477,0.09747260977,3.459750,0.9431376777,0.71191342,0.28808658,2.0399,0.52877176,0.47667718,0.52877176,-0.47667718,complex,1
0.342,0.1718445291,0.03101768971,0.1699273497,0.3382214911,0.09775822777,3.459775,0.9428031115,0.71184562,0.28815438,2.0393,0.52742937,0.47806114,0.52742937,-0.47806114,complex,1
0.343,0.172352026,0.03120300738,0.1704299386,0.3392121487,0.09804384531,3.459801,0.9424675591,0.71177761,0.28822239,2.0387,0.52608338,0.47944098,0.52608338,-0.47944098,complex,1
0.344,0.1728595678,0.03138891,0.1709325782,0.3402028206,0.09832946242,3.459826,0.9421310204,0.71170936,0.28829064,2.0382,0.52473377,0.48081668,0.52473377,-0.48081668,complex,1
0.345,0.1733671546,0.03157539798,0.1714352687,0.3411935066,0.09861507911,3.459851,0.9417934955,0.71164081,0.28835919,2.0376,0.52338052,0.48218822,0.52338052,-0.48218822,complex,1
0.346,0.1738747865,0.03176247171,0.1719380101,0.3421842068,0.09890069541,3.459877,0.9414549843,0.71157203,0.28842797,2.0370,0.52202367,0.48355563,0.52202367,-0.48355563,complex,1
0.347,0.1743824636,0.03195013161,0.1724408027,0.3431749214,0.09918631134,3.459902,0.9411154867,0.71150299,0.28849701,2.0364,0.52066320,0.48491890,0.52066320,-0.48491890,complex,1
0.348,0.1748901862,0.03213837809,0.1729436466,0.3441656502,0.09947192692,3.459927,0.9407750026,0.71143369,0.28856631,2.0358,0.51929912,0.48627802,0.51929912,-0.48627802,complex,1
0.349,0.1753979543,0.03232721154,0.1734465419,0.3451563934,0.09975754218,3.459953,0.940433532,0.71136413,0.28863587,2.0353,0.51793143,0.48763302,0.51793143,-0.48763302,complex,1
0.350,0.1759057682,0.03251663238,0.1739494888,0.346147151,0.1000431571,3.459978,0.9400910749,0.71129432,0.28870568,2.0347,0.51656014,0.48898388,0.51656014,-0.48898388,complex,1
0.351,0.1764136278,0.03270664103,0.1744524875,0.3471379229,0.1003287718,3.460004,0.9397476312,0.71122424,0.28877576,2.0341,0.51518525,0.49033059,0.51518525,-0.49033059,complex,1
0.352,0.1769215335,0.03289723789,0.1749555381,0.3481287093,0.1006143862,3.460029,0.9394032009,0.71115391,0.28884609,2.0335,0.51380676,0.49167316,0.51380676,-0.49167316,complex,1
0.353,0.1774294852,0.03308842338,0.1754586408,0.3491195101,0.1009000004,3.460055,0.9390577838,0.71108331,0.28891669,2.0329,0.51242468,0.49301159,0.51242468,-0.49301159,complex,1
0.354,0.1779374833,0.03328019791,0.1759617957,0.3501103254,0.1011856144,3.460080,0.93871138,0.71101246,0.28898754,2.0323,0.51103901,0.49434588,0.51103901,-0.49434588,complex,1
0.355,0.1784455277,0.03347256191,0.176465003,0.3511011552,0.1014712282,3.460106,0.9383639894,0.71094135,0.28905865,2.0317,0.50964976,0.49567603,0.50964976,-0.49567603,complex,1
0.356,0.1789536187,0.03366551578,0.1769682629,0.3520919996,0.1017568418,3.460131,0.9380156119,0.71086998,0.28913002,2.0311,0.50825693,0.49700204,0.50825693,-0.49700204,complex,1
0.357,0.1794617565,0.03385905996,0.1774715754,0.3530828585,0.1020424553,3.460156,0.9376662475,0.71079835,0.28920165,2.0305,0.50686052,0.49832390,0.50686052,-0.49832390,complex,1
0.358,0.179969941,0.03405319486,0.1779749408,0.354073732,0.1023280687,3.460182,0.9373158961,0.71072641,0.28927359,2.0299,0.50546050,0.49964158,0.50546050,-0.49964158,complex,1
0.359,0.1804781726,0.0342479209,0.1784783593,0.3550646202,0.102613682,3.460207,0.9369645577,0.71065426,0.28934574,2.0293,0.50405696,0.50095515,0.50405696,-0.50095515,complex,1
0.360,0.1809864512,0.03444323851,0.1789818308,0.356055523,0.1028992952,3.460233,0.9366122323,0.71058183,0.28941817,2.0287,0.50264983,0.50226456,0.50264983,-0.50226456,complex,1
0.361,0.1814947772,0.03463914813,0.1794853558,0.3570464405,0.1031849084,3.460258,0.9362589197,0.71050918,0.28949082,2.0281,0.50123917,0.50356984,0.50123917,-0.50356984,complex,1
0.362,0.1820031506,0.03483565016,0.1799889342,0.3580373727,0.1034705216,3.460284,0.9359046199,0.71043619,0.28956381,2.0275,0.49982490,0.50487093,0.49982490,-0.50487093,complex,1
0.363,0.1825115716,0.03503274505,0.1804925662,0.3590283197,0.1037561348,3.460309,0.9355493328,0.71036299,0.28963701,2.0269,0.49840711,0.50616789,0.49840711,-0.50616789,complex,1
0.364,0.1830200402,0.03523043322,0.180996252,0.3600192814,0.104041748,3.460335,0.9351930585,0.71028947,0.28971053,2.0263,0.49698573,0.50746065,0.49698573,-0.50746065,complex,1
0.365,0.1835285567,0.03542871511,0.1814999918,0.3610102579,0.1043273613,3.460360,0.9348357968,0.71021571,0.28978429,2.0256,0.49556083,0.50874927,0.49556083,-0.50874927,complex,1
0.366,0.1840371213,0.03562759115,0.1820037857,0.3620012493,0.1046129747,3.460386,0.9344775477,0.71014172,0.28985828,2.0250,0.49413239,0.51003376,0.49413239,-0.51003376,complex,1
0.367,0.184545734,0.03582706177,0.1825076339,0.3629922555,0.1048985882,3.460411,0.9341183112,0.71006743,0.28993257,2.0244,0.49270041,0.51131404,0.49270041,-0.51131404,complex,1
0.368,0.1850543949,0.03602712742,0.1830115365,0.3639832766,0.1051842018,3.460437,0.9337580872,0.70999288,0.29000712,2.0238,0.49126490,0.51259017,0.49126490,-0.51259017,complex,1
0.369,0.1855631043,0.03622778852,0.1835154937,0.3649743127,0.1054698157,3.460462,0.9333968756,0.70991806,0.29008194,2.0232,0.48982584,0.51386213,0.48982584,-0.51386213,complex,1
0.370,0.1860718623,0.03642904553,0.1840195056,0.3659653636,0.1057554297,3.460488,0.9330346763,0.70984297,0.29015703,2.0225,0.48838327,0.51512991,0.48838327,-0.51512991,complex,1
0.371,0.1865806691,0.03663089888,0.1845235725,0.3669564295,0.1060410439,3.460513,0.9326714894,0.70976761,0.29023239,2.0219,0.48693717,0.51639351,0.48693717,-0.51639351,complex,1
0.372,0.1870895247,0.03683334901,0.1850276943,0.3679475105,0.1063266584,3.460539,0.9323073148,0.70969199,0.29030801,2.0213,0.48548755,0.51765293,0.48548755,-0.51765293,complex,1
0.373,0.1875984293,0.03703639637,0.1855318714,0.3689386064,0.1066122731,3.460564,0.9319421523,0.70961609,0.29038391,2.0207,0.48403441,0.51890816,0.48403441,-0.51890816,complex,1
